joint1,joint2,joint3,joint4,joint5,joint6,wheel_left_base,wheel_right_base
1.617606057,-0.229755143,-2.548913746,-1.6021948,1.616070168,-3.529474627,,
1.617606057,-0.395072729,-2.281145332,-1.580273465,1.625076067,-3.095952294,,
1.617588604,-0.372575435,-1.905445758,-1.560882857,1.625006253,-2.742226414,,
1.617606057,-0.154287106,-1.245135342,-1.538664815,1.615564022,-2.299767995,,
1.25412378731305,-0.108158053746089,-1.20562108740012,-1.70811883234181,1.29304462963252,-2.2892960199634,,
0.939598002811147,0.072466070542805,-1.02871451441798,-1.87764266258802,1.01904539036193,-2.22613255433373,,
0.695199547654381,0.557545429549589,-0.357425977515919,-2.18827636285797,0.915460099256066,-1.91249688775035,,
